,업체명,소재지도로명주소,위도,경도,차고지도로명주소,자동차총보유대수
0,㈜디디렌트카,서울특별시 노원구 동일로250길 69(상계동),37.682855666,127.0590885081,"서울특별시 노원구 상계동 1227, 1229, 1230",60
1,인천공항렌트카㈜,서울특별시 노원구 동일로 178길 10 201호(공릉동),37.621287,127.075141,서울특별시 양천구 목동서로 225,66
2,㈜엠씨렌트카,경기도 안양시 동안구 경수대로 483,37.36602466,126.9578475,"경기도 안양시 동안구 관평로170번길 43, 4~6층,8층",60
3,뱅카㈜,"경기도 안양시 동안구 관평로 175, 3층",37.39222288,126.9594955,"경기도 안양시 동안구 관평로 175, 지하3층",15
4,㈜트러스트에스씨,"경기도 안양시 동안구 안양판교로 20, 306-C27호",37.40024445,126.9780578,"경기도 안양시 동안구 관평로170번길 33, 6층",50
5,㈜뉴드림렌트카,경기도 안양시 만안구 만안로 108(안양동),37.39266828,126.931430055,경기도 안양시 동안구 관양동 1307-376,52
6,케이네트웍스,"인천광역시 부평구 항동로 158, 103호 (일신동)",37.48106393,126.7509538,인천광역시 남동구 인하로507번길 98,75
7,(유)투어렌트카,광주광역시 북구 설죽로171번길 34(용봉동),35.1753752,126.8941302,광주광역시 동구 경양로277번길 20(계림동),62
8,㈜오션렌트카,광주광역시 북구 경열로 256(중흥동),35.1620575,126.9082179,광주광역시 북구 동문대로 280(각화동),97
9,㈜신우렌트카,경상남도 진주시 대신로106번길 13,35.16982132,128.1195251,경상남도 진주시 대신로106번길 13,53
10,백두산렌트카,"서울특별시 영등포구 당산로 109-2, 2층",37.524619,126.8959278,서울특별시 동작구 신대방1가길 38 G-PARK 동작상떼빌,50
11,(주)칸렌트카,"서울특별시 영등포구 영중로 159, 9층(영등포동8가, 우송빌딩)",37.530549,126.9054231,서울특별시 강동구 고덕비즈밸리로2가길 6(고덕동),55
12,㈜인렌트카,"서울특별시 영등포구 시흥대로 607, 108호(대림동, 무림빌딩)",37.486943,126.904333,서울특별시 마포구 와우산로 94,69
13,스마트스카이 주식회사,"서울특별시 영등포구 양평로 30길 14, 10층 19호",37.5412063291,126.8893643451,"서울특별시 강서구 마곡중앙6로 16(마곡동, 마곡지엠타워)",52
14,주식회사남산렌터카,"서울특별시 영등포구 도영로 16, 316호(도림동,하나아파텔)",37.50787834,126.8959919,서울특별시 영등포구 도영로 16(하나아파텔주차장),50
15,㈜에이에이렌터카,"서울특별시 영등포구 문래로 191, 205호(영등포동4가,대성그랑그루)",37.51847671,126.9032529,"서울특별시 영등포구 문래로 191, 대성그랑그루 기계식주차장",63
16,오토플러스㈜,"서울특별시 영등포구 선유동2로 57, 11층 (양평동4가, 이레빌딩신관)",37.53382439,126.8968836,서울특별시 도봉구 도봉산길 42(도봉동),422
17,카렌디피티,서울특별시 영등포구 국회대로28길 17 한얼빌딩 406-9호,37.527157,126.8942787293,서울특별시 양천구 신정로 167(신정동),50
18,(주)오케이렌트카,경상북도 영천시 장수로 66,35.96634671,128.9175394,경상북도 영천시 천문로 588,7
19,(주)경일알씨,경상북도 영천시 최무선로 323,35.96880195,128.9342883,경상북도 영천시 최무선로 323,2
20,(주)새한글로벌,경상북도 영천시 담안3길 39,35.96193766,128.9265529,경상북도 영천시 담안3길 39,16
21,(주)인스렌터카,경상북도 영천시 금호읍 고수골길 26,35.95328529,128.9045546,경상북도 영천시 금호읍 고수골길 26,5
22,엠알렌터카(주),경상북도 영천시 고경면 호국로 374,35.97953953,128.9781278,경상북도 영천시 고경면 호국로 374,34
23,(주)글로벌금오렌트카,경상북도 영천시 도들앞길 67-20,35.94047013,128.9252161,경상북도 영천시 도들앞길 67-20,21
24,(주)극동오토렌탈,경상북도 영천시 금호읍 금호로 361,35.94123331,128.8985303,경상북도 영천시 금호읍 금호로 361,12
25,(유)타이거렌트카,경상북도 영천시 주남1길 39-22,35.95760591,128.9375692,경상북도 영천시 고경면 호국로 374,6
26,㈜한진렌트카,경상북도 영천시 금호읍 금호로 55,35.93037591,128.8678779,경상북도 영천시 도들앞길 67-20,27
27,㈜한지렌트카,경상북도 영천시 최무선로 325,35.96890191,128.934443,경상북도 영천시 금호읍 금호로 361,3
28,SK네트웍스㈜ SK렌터카 보성영업소,전라남도 보성군 보성읍 용문길 18,34.7737547,127.0940848,전라남도 보성읍 용문길 18,9395
29,㈜레저가온,전라남도 보성군 조성면 수당길 42,34.81271319,127.2500574,전라남도 득량면 득량만길 379,40
30,(유)백제렌트카 보성영업소,전라남도 보성군 보성읍 새싹길 81-43,34.77665169,127.0800666,전라남도 보성읍 새싹길 81-43,7
31,(주)중부렌트카(상당),"충청북도 청주시 흥덕구 1순환로608번길 12, 503호",36.63919867,127.4590293,,30
32,(주)중부렌트카(우리),충청북도 청주시 청원구 직지대로 855,36.64975848,127.4851246,,8
33,(주)중부렌트카(봉명),충청북도 청주시 서원구 천수로 4,36.63622609,127.4604378,,3
34,(주)중부렌트카(중앙),충청북도 청주시 서원구 1순환로 892,36.61606307,127.4700033,,8
35,케이원렌트카㈜,"충청북도 청주시 흥덕구 1순환로 469, 208호",36.64959221,127.4682181,,171
36,에이엠렌트카(주),충청북도 청주시 흥덕구 1순환로438번길 39-18,36.65369702,127.4673464,,193
37,팔도렌트카,인천광역시 미추홀구 낙섬서로49번길 30-9,37.45472084,126.6348235,인천광역시 미추홀구 낙섬서로49번길 30-9 외 1곳,94
38,팔도렌트카,인천광역시 미추홀구 주승로17번길 5,37.44402604,126.6722293,"인천광역시 서구 중봉대로 612번길 10-17,7층(청라타워돔)",11
39,이렌트카,인천광역시 미추홀구 경인로 460,37.45805295,126.6915382,인천광역시 미추홀구 연수구 테크노파크로164,49
40,신현대렌트카,인천광역시 미추홀구 한나루로489번길 26,37.45100211,126.6657952,인천광역시 연수구 테크노파크로 164,54
41,㈜킹렌트카,경상남도 김해시 내덕로 58-1,35.205809,128.814899,경상남도 김해시 금관대로 804번길 22,8
42,미소렌트카㈜,경상남도 김해시 활천로5번길 6,35.228199,128.893427,"경상남도 김해시 번화1로 76번길 19, 401호,501호",9
43,㈜제이유렌트카,경상남도 김해시 김해대로 2492번길 43-30,35.227521,128.904133,경상남도 김해시 김해대로 2492번길 43-30,113
44,㈜위고투렌트카,"경상남도 김해시 구지로 54, 3층",35.239302,128.869031,경상남도 김해시 생림면 인제로 707-95,190
45,우리렌트카㈜,인천광역시 계양구 안남로 491,37.52695934,126.7106763,,54
46,㈜뉴금강산렌트카,인천광역시 계양구 벌말로 572,37.5792851,126.779504,인천광역시 연수구 테크노파크로 164,79
47,㈜국민렌트카,경기도 안양시 동안구 관평로170번길 43,37.39331937,126.963154,"경기도 안양시 동안구 관평로170번길 43, 3,5층",65
48,㈜뉴대명렌트카,경기도 안양시 동안구 평촌대로243,37.39333041,126.954053,"경기도 안양시 동안구 평촌대로243번길 30, 5~6층,9~10층",157
49,㈜에프에이렌트카,경기도 안양시 동안구 경수대로 721,37.3858426,126.9504877,"경기도 안양시 동안구 시민대로 312, 5층",40
50,㈜유일렌트카,경기도 안양시 동안구 관악대로 265-1,37.4025257,126.9524722,"경기도 안양시 동안구 관평로170번길 43, 4~6층",65
51,행운렌트카(주),인천광역시 서구 드림로 256,37.583567,126.667411,인천광역시 서구 중봉대로586번길 19,43
52,(주)하나렌트카,"인천광역시 서구 보도진로 119, 1층(가좌동)",37.4966580699,126.6609252201,"인천광역시 서구 보도진로 119, 1층(가좌동)",78
53,주식회사 더블에이치렌트카,"인천광역시 서구 심곡로 56번길2, 4층 410호",37.541931,126.675693,인천광역시 서구 완정로 216번길 8,58
54,주식회사 위드문렌트카,"인천광역시 서구 청라에메랄드로102번길 8-12, 905호(청라동)",37.533381,126.657675,"인천광역시 서구 중봉대로586번길 19, 홍익파크(청라동)",32
55,장기렌트카(주),"인천광역시 서구 봉수대로 1601, 211호 (금곡동)",37.614006,126.640015,인천광역시 서구 금곡동 356-10,151
56,(주)세종통운렌트카,경상남도 통영시 무전7길 48,34.86207963,128.4274162,경상남도 통영시 무전7길 48,20
57,(주)조은렌트카,경상남도 통영시 안개4길 11-20,34.85792491,128.4315301,경상남도 통영시 안개4길 11-20,11
58,(주)성산렌트카,경상남도 통영시 무전7길 158,34.86478437,128.422424,경상남도 통영시 무전7길 158,18
59,(주)참신렌트카,경상남도 통영시 통영해안로 463,34.849699,128.4314269,경상남도 통영시 장대길 49-10,12
60,(주)우리렌트카,경상남도 통영시 통영해안로 279-2,34.84071334,128.4251013,경상남도 통영시 향교옆길 121,9
61,(주)서경렌트카,경상남도 통영시 미나리길 78,34.85736064,128.4338296,경상남도 통영시 용남면 삼화음촌길 17-42,14
62,뉴하이렌트카,경상남도 통영시 무전8길 22-27,34.85828238,128.4268826,경상남도 통영시 광도면 죽림2로 6-1,3
63,㈜쏘카,경상남도 통영시 광도면 죽림3로 27-80,34.88357178,128.4171258,경상남도 통영시 광도면 죽림3로 27-80,20
64,㈜비마이카렌트카,경상남도 통영시 광도면 죽림5로 25-48,34.8857751084,128.4207002871,경상남도 통영시 안개로 60,9
65,엠티렌터카,인천광역시 미추홀구 문화로 51,37.44369999,126.6985048,인천광역시 연수구 테크노파크로 164,102
66,㈜공항렌트카,대구광역시 북구 태전로 5(태전동),35.92102378,128.5456792,대구광역시 서구 상리동 505-14,87
67,㈜국제렌트카,대구광역시 수성구 지범로 60 국제빌딩 4층,35.825989,128.6271441,대구광역시 북구 국우동 737-1+737-4+737-5+737-6,134
68,㈜굿모닝렌트카,대구광역시 달서구 달서대로 475(호산동),35.84179,128.4915082,대구광역시 달성군 현풍읍 성하리 257-2,124
69,㈜극동오토렌탈,"대구광역시 동구 동부로22길 48, 오피스텔2104호(신천동,동대구유성푸르나임)",35.8724363,128.62622,대구광역시 달서구 달구벌대로291길 91,100
70,㈜수성렌트카,"대구광역시 수성구 신천동로 25, 비동(상동)",35.82730608,128.6085579,대구광역시 수성구 유니버시아드로68길 9(욱수동),50
71,㈜글로벌금오렌트카,"대구광역시 동구 공항로 133, 2층(불로동)",35.90076964,128.6295185,대구광역시 달성군 하빈면 봉촌리1097-3,200
72,글로벌렌트카㈜,대구광역시 서구 문화로 42(이현동),35.8740012,128.5372286,대구광역시 동구 율하동 1431 모인프라자 5층 주차장,58
73,㈜지에이치엔터프라이즈,대구광역시 서구 와룡로 441,35.8721948,128.5379845,대구광역시 동구 안심로 288(동호동),174
74,㈜뉴삼일렌트카,대구광역시 수성구 수성로 120(상동),35.836087,128.6121092,대구광역시 달성군 구지면 예현리764-1,124
75,㈜삼성렌트카(남청주),,36.60005783,127.466965,,24
76,㈜삼성렌트카(청주),,36.65259412,127.4033937,,23
77,㈜삼성렌트카(남청주),,36.59729058,127.4812471,,42
78,(합)오토렌트카,충청북도 청주시 서원구 사직대로112번길 3,36.6346218,127.4596225,,15
79,(합)오토렌트카(서원),충청북도 청주시 서원구 청남로 2100,36.619497,127.4874784,,12
80,(주)성공렌트카,충청북도 청주시 청원구 팔결로 25-2,36.68565378,127.4830101,,116
81,㈜엠케이렌트카,충청북도 청주시 청원구 율천북로 17-1,36.66043365,127.4744802,,90
82,㈜태일렌트카,"충청북도 청주시 청원구 율봉로44번길 36, 1층",36.6625986,127.4762879,,60
83,㈜스타렌트카,충청북도 청주시 청원구 주성로 89,36.66860194,127.4770166,,146
84,㈜스타렌트카(율량),"충청북도 청주시 청원구 공항로150번길 31-2, 107동 1층 2호",36.67103052,127.4858768,,16
85,㈜스타렌트카(우암),충청북도 청주시 상당구 상당로 200,36.64623542,127.4896018,,39
86,㈜스타렌트카(옥산),"충청북도 청주시 흥덕구 옥산면 국사4길 1, 2층",36.67920098,127.3980094,,0
87,동운렌트카㈜,충청북도 청주시 흥덕구 사직대로 23,36.63477374,127.4499179,,49
88,(주)중부렌트카,,36.68994552,127.4761377,,318
89,(주)중부렌트카(북부),충청북도 청주시 흥덕구 1순환로 394,36.65587081,127.4716885,,8
90,㈜에이엔티렌터카,인천광역시 중구 운중로107번길 52,37.49821511,126.5468395,인천광역시  연수구 테크노파크로 164,157
91,(주)굿모닝 렌터카,충청북도 청주시 상당구 단재로 157,36.61565323,127.5001128,,121
92,(주)굿모닝 렌터카(청주),충청북도 청주시 흥덕구 풍년로206번길 24-2,36.6307466,127.4310245,,8
93,엠제이렌트카㈜,충청북도 청주시 상당구 무심동로 78-1,36.61302659,127.4977068,,72
94,엠제이렌트카㈜(프로미),충청북도 청주시 흥덕구 월명로75번길 10,36.64163287,127.4531261,,19
95,엠제이렌트카㈜(모든),충청북도 청주시 서원구 구룡산로 263,36.61744327,127.4737281,,8
96,엠제이렌트카㈜(청주),충청북도 청주시 청원구 주성로 50,36.66668545,127.4735584,,24
97,엠제이렌트카㈜(우리),충청북도 청주시 서원구 호국로 56,36.6331174,127.475526,,14
98,㈜삼성렌트카,충청북도 청주시 서원구 2순환로 1460-11,36.60815081,127.4438836,,151
99,일구구사투어렌트카,전라남도 순천시 해룡면 여순로 1484,34.9142385439,127.5425436003,전라남도 순천시 서면 화정길 51,129
100,㈜허니문렌트카,"서울특별시 노원구 동일로 986,102동 210호(공릉동, 프레미어스엠코)",37.6182161,127.075912,"서울특별시 양천구 중앙로29길 41 (신정동,다락골공영주차장)",58
101,㈜크라운렌트카,"서울특별시 노원구 동일로 1002, 202호 (공릉동)",37.61961644,127.0753204,서울특별시 동대문구 청계천로 525,68
102,에이티렌터카㈜,"서울특별시 노원구 월계로 334, 311호(월계동, 그랑디오피스텔)",37.6290183,127.057615,서울특별시 서초구 명달로45 (방배동),104
103,㈜드림렌트카,"서울특별시 노원구 동일로 1700, 1111호(상계동, 파르코오피스텔)",37.68018865,127.0558257,서울특별시 성동구 자동차시장1길 89(용답동),61
104,세븐렌트카㈜,경상남도 창원시 마산회원구 양덕로 11,35.2218114,128.5924873,경상남도 창원시 마산회원구 양덕로 11 외,136
105,스마트렌트카㈜,경상남도 창원시 마산회원구 구암남3길 3,35.24649651,128.5916016,경상남도 창년군 대지면 도양새우등길 51-13,65
106,㈜신한렌트카,경상남도 창원시 마산회원구 3·15대로 636,35.22976053,128.5768368,경상남도 창원시 마산회원구 양덕남9길 87 외,142
107,㈜안전렌터카,경상남도 창원시 마산회원구 두척2길 62,35.23667421,128.5448102,경상남도 창원시 마산회원구 합성옛길 147 외,165
108,㈜오케이렌트카,"경상남도 창원시 마산회원구 팔용로 36-1, 2층",35.23278915,128.5871067,경상남도 창원시 마산합포구 3.15대로 385,103
109,㈜조은렌트카,경상남도 창원시 마산회원구 마산역광장로 18,35.23610962,128.5772175,경상남도 창원시 마산회원구 3.15대로 703,152
110,(주)동양렌트카 경포,강원도 강릉시 강변북길 153,37.7661905146,128.9129246512,강원도 강릉시 성덕로 126,6
111,한성특운㈜,경상남도 창원시 마산회원구 내서읍 중리공단로1길 31,35.24114463,128.5076904,경상남도 창원시 마산회원구 내서읍 중리공단로1길 31 외,110
112,베스트렌트카㈜,"경상남도 창원시 마산회원구 해안대로 662, 2층",35.22659853,128.5875782,"경상남도 창원시 마산회원구 해안대로 662, 3층",73
113,㈜진해군항렌트카,경상남도 창원시 진해구 충장로 73-14(경화동),35.1529467,128.6606078,경상남도 창원시 진해구 죽곡로 136,63
114,선경렌트카,전라북도 익산시 익산대로 433(신동),35.96463847,126.953093,전라북도 익산시 서동로32길 21(금강동)외 1,68
115,그린랜트,전라북도 익산시 익산대로23길 42(신동),35.96486916,126.9530352,전라북도 익산시 익산대로23길 42(신동) 외 1,41
116,해원렌트카,전라북도 익산시 선화1로 111(마동),35.9392289,126.970068,전라북도 익산시 함열읍 함열9길 8,24
117,해원렌트카,전라북도 익산시 인북로64길 14(신동),35.95934626,126.9630329,전라북도 익산시 황등면 황등로 5,8
118,해원렌트카,전라북도 익산시 보석로 121-2(영등동),35.94964811,126.9736735,전라북도 익산시 무왕로 1213(부송동),42
119,에스디렌터카,전라북도 익산시 무왕로 822(신동),35.96421203,126.950446,전라북도 익산시 웅포면 용골길 38-11,133
120,㈜경원렌트카,대구광역시 달성군 가창면 가창로 768(냉천리),35.7811311,128.6443305,대구광역시 달성군 가창면 삼산리 898,48
121,고려렌트카㈜,대구광역시 동구 공항로31길9-7(불로동),35.9013748,128.6298511,대구광역시 북구 침산동 262-2,411
122,킹덩렌트카,전라남도 신안군 압해읍 수련태도길 128-30,34.83411665,126.3653449,전라남도 신안군 압해읍 수련태도길 128-30,94
123,SK렌터카,전라남도 신안군 압해읍 수련태도길 128-30,34.83411665,126.3653449,전라남도 신안군 압해읍 복룡로 118-20,98232
124,3G렌트카,충청북도 단양군 단양읍 별곡7길 12,36.98575012,128.3702068,충청북도 단양군 단양읍 별곡7길 12 성원아파트,9
125,성공렌트카,충청북도 단양군 단양읍 단양로 957,36.97745528,128.3448483,충청북도 단양군 단양읍 단양로 957,10
126,신형렌트카,충청북도 단양군 단양읍 별곡7길 4,36.98510442,128.370145,충청북도 단양군 단양읍 별곡7길 4,8
127,차놀자렌트카,충청북도 단양군 단양읍 도전4길 13,36.98103888,128.3691628,충북 단양군 가곡면 고수재로 432-4,4
128,㈜경남렌터카,"경상남도 창원시 성산구 중앙대로210번길 3, 가동(신월동)",35.231534,128.687491,"경상남도 창원시 성산구 중앙대로210번길 3, 가동(신월동)",95
129,㈜엔젤렌트카,"경상남도 창원시 마산합포구 오동동10길 56, 305호(오동동)",35.20623629,128.5817558,경상남도 창원시 마산합포구 오동동10길 56(오동동) 외,87
130,㈜동아렌트카,"경상남도 창원시 마산합포구 허당로 84, 2층 225호(산호동, 가야빌딩)",35.21049721,128.5848315,"경상남도 창원시 마산합포구 허당로 84, 가야빌딩(산호동) 외",136
131,제로알엔티㈜,"경상남도 창원시 마산합포구 북성로 2, 2층(중성동, 종근당미보약국)",35.20787278,128.5738157,경상남도 창녕군 고암면 월미상월길 6 외,97
132,경남기업렌트카㈜,경상남도 창원시 마산회원구 내서읍 광려천남로 1-46,35.250008,128.5160841,경상남도 창원시 마산합포구 호산정달로 91 외,62
133,골드렌트카㈜,"경상남도 창원시 마산회원구 봉양로 88, A동 210호",35.21994095,128.5966276,경상남도 창원시 마산합포구 진전면 남해안대로 4486-37 외,158
134,성산렌트카,"경상남도 창원시 성산구 외동반림로 120, 1층",35.2297487,128.6715923,"경상남도 창원시 성산구 상남로 71, 창원코아상가(상남동)",52
135,세종통운,"경상남도 창원시 성산구 중앙대로 49, 서광오피스텔 402호",35.2201293,128.6759424,"경상남도 창원시 성산구 마디미로38번길 11 (상남동,네스트빌딩)",8
136,제로렌트카,"경상남도 창원시 성산구 창원천로 292, 1-1호",35.24497351,128.6698901,"경상남도 창원시 성산구 창원천로 292, 1-1호",54
137,케이에스렌트카,"경상남도 창원시 성산구 상남로 37,덕산베스트텔 313호",35.21804376,128.6774077,"경상남도 창원시 성산구 상남로 37,덕산베스트텔 313호",248
138,씨티렌터카,"경상남도 창원시 성산구 정동로162번길 26, 2층(남산동)",35.20317615,128.6935302,"경상남도 창원시 성산구 정동로162번길 26, 2층(남산동)",15
139,유성렌트카,"경상남도 창원시 성산구 연덕로 184번길 28,공단상가3동2층30호(내동)",35.21755589,128.668543,경상남도 창원시 성산구 마디미로73번길 25,64
140,㈜부경알엔티,"경상남도 창원시 성산구 연덕로184번길 28, 2층 27호(내동, 공단쇼핑상가)",35.21755589,128.668543,경상남도 창원시 의창구 신월로 42,61
141,㈜잇다,"경상남도 창원시 성산구 신월로42, 602호",35.217554,128.668543,경상남도 함안군 법수면 대송로305,97
142,창신렌트카,"경상남도 창원시 성산구 상남로 37, 덕산베스트텔 110호 (상남동)",35.21804376,128.6774077,"경상남도 김해시 율하3로 10(율하동) 2층, 3층",154
143,㈜하이렌터카,"경상남도 창원시 성산구 신월로 42, 611호(신월동, 토월복합상가)",35.228067,128.691931,경상남도 창원시 마산합포구 합포로 141 (산호동),83
144,티렌트카,서울특별시 동대문구 천호대로 295,37.56645778,127.053853,서울특별시 노원구동일로1674(상계동),73
145,오렌터카,"서울특별시 동대문구 정릉천동로 58, 109호",37.57716395,127.0358094,"서울특별시 양천구 목동서로 225, 목동 대한민국예술인센터 노외주차장",58
146,오뚜기렌트카,"서울특별시 동대문구 망우로18가길 84-4, 2층",37.5867159,127.0596847,서울특별시 성북구 삼양로 22(길음동),51
147,카이반,"서울특별시 동대문구 장한로21길 11-11, 408호",37.56940218,127.0691688,"서울특별시 강서구 양천로 476, 롯데시네마 B6",0
148,와이컴머스,서울특별시 동대문구 답십리로 222-1,37.57262177,127.0649362,서울특별시 강서구 양천로 476. 롯데시네마 B6,48
149,노블렌트카,전라남도 신안군 압해읍 수련태도길 128-30,34.83411665,126.3653449,전라남도 신안군 압해읍 수련태도길 128-30,147
150,에스에스모빌리티㈜,서울특별시 양천구 신정로 167,37.50934497,126.8418839,서울특별시 양천구 신정동 1315,25
151,에스에스모빌리티㈜,서울특별시 강서구 국회대로7길 117,37.52918389,126.8545925,서울특별시 강서구 국회대로7길 117,91
152,주식회사 이스트베이컴퍼니,서울특별시 동작구 상도로30길 40,37.50431826,126.942467,서울특별시 양천구 신정4동 884-8 (공영주차장),114
153,(주)장풍물류렌터카,"경상남도 창원시 의창구 용동로 87, 504호",35.23863471,128.7010742,"경상남도 창원시 의창구 용동로 87, 504호",211
154,㈜한찬코리아,"경상남도 창원시 의창구 천주로 1번길 14, 2층",35.26285373,128.617312,"경상남도 창원시 의창구 천주로 1번길 14, 2층",66
155,㈜행운렌트카,"경상남도 창원시 의창구 원이대로 258번길 3, 104호",35.24311391,128.6483016,"경상남도 창원시 의창구 원이대로 258번길 3, 104호",62
156,㈜힐튼렌트카,"경상남도 창원시 의창구 도계로 18번길 21, 2층",35.25863819,128.6357902,"경상남도 창원시 의창구 도계로 18번길 21, 2층",113
157,가자렌트카㈜,경상남도 창원시 북면 동전산단서로42번길 7-8,35.21755589,128.668543,경상남도 창원시 마산회원구 315대로 724-1,92
158,우리렌트카,"경상남도 창원시 성산구 연덕로184번길 28, 공단쇼핑상가2층 29호",35.21755589,128.668543,"경상남도 창원시 성산구 연덕로184번길 28, 공단쇼핑상가2층 29호",250
159,뉴새한렌트카,"경상남도 창원시 성산구 상남로 37, 덕산베스트텔 1231호 (상남동)",35.21804376,128.6774077,"경상남도 창원시 성산구 상남로 37, 덕산베스트텔 1231호 (상남동)",322
160,㈜씨엘씨,전라남도 순천시 서면 압곡길 44,34.9846687001,127.5208101747,전라남도 순천시 서면 압곡길 44,11
161,(주)엠케이렌트카,충청북도 영동군 영동읍 기골로 190,36.18747086,127.790727,충청북도 영동군 영동읍 기골로 190,4
162,(주)제주제일렌터카,서울특별시 동작구 대방동27길 91,37.50116968,126.9242253,제주특별자치도 제주시 월성로4길 78(용담이동),170
163,에스에스모빌리티㈜,서울특별시 동작구 상도로 369,37.49642897,126.9551579,"서울특별시 동작구 상도로 369, 숭실대학교내 주차장",45
164,㈜듀오카,"인천광역시 중구 참외전로 260, 201동 1106호",37.4675185445,126.6431495953,"인천광역시 중구 참외전로 260, 201동 1106호,건물주차장",0
165,에코렌터카㈜,경기도 과천시 뒷골2로 10-1,37.4535686671,127.0021937119,,16
166,㈜나라렌터카,전라남도 영광군 영광읍 천년로 1432,35.272095,126.500596,전라남도 영광군 영광읍 영대로 246,29
167,(유)행복렌트카,전라남도 영광군 영광읍 옥당로 279,35.2859325501,126.5045345492,전라남도 영광군 영광읍 옥당로 279,1
168,(유)차판사렌트카,"광주광역시 남구 서문대로758, 105호",35.12702849,126.8980547,광주광역시 광산구 쌍내길 76,104
169,(주)나라렌트카,광주광역시 남구 대남대로 420(월산동),35.148191144,126.88875271,광주광역시 광산구 수남길 67(장수동),26
170,(주)나라렌트카,전라남도 여수시 도원로 250(학동),34.760778856,127.65870597,전라남도 여수시 소라면 관기길 69,9
171,(주)나라렌트카,전라남도 영광군 영광읍 천년로 1432,35.272097252,126.50059732,전라남도 영광군 영광읍 신하리 625,22
172,(주)동양렌트카,"강원도 삼척시 남양안길 6, 3층(남양동)",37.443393,129.168203,강원도 삼척시 박걸남로 1088강원도 삼척시 오분길 7강원도 삼척시 중앙로 230,66
173,(주)동양렌트카 주문진,강원도 강릉시 주문진읍 신리천로 46,37.884093,128.825878,강원도 강릉시 연곡면 행정리 210-12,7
174,(주)동양렌트카 옥계,강원도 강릉시 옥계면 동해대로 301,37.617212,129.048983,강원도 강릉시 옥계면 동해대로 301,3
175,(주)동양렌트카 천곡,강원도 동해시 중앙로 144(천곡동),37.514201,129.119525,강원도 동해시 대동로 261-8(송정동),10
176,(주)동양렌트카 붕붕,강원도 강릉시 하슬라로 38,37.755248,128.877631,강원도 강릉시 하슬라로 38,11
177,㈜스마트렌트카,강원도 삼척시 오십천로 462,37.439201,129.168737,강원도 삼척시 오십천로 462강원도 삼척시 박걸남로 1088,35
178,㈜스마트렌트카 동해,강원도 동해시 동해대로 5034,37.495402,129.111215,강원도 동해시 중앙로 174-1강원도 동해시 동굴로 103강원도 동해시 송정동 858,11
179,㈜스마트렌트카 도계,강원도 삼척시 도계읍 강원남부로 1148-1,37.208894,129.037371,강원도 도계읍 강원남부로 1142,13
180,㈜스마트렌트카 동해역,강원도 동해시 용정로 96,37.497893,129.121283,강원도 동해시 용정로 96,9
181,㈜스마트렌트카 지니,강원도 강릉시 성덕포남로 206번길 6,37.769756,128.907477,강원도 강릉시 성덕포남로206번길 6(포남동),8
182,㈜스마트렌트카 영덕,경상북도 영덕군 영덕읍 덕곡천길 74-1,36.412542,129.371969,경상북도 영덕군 영덕읍 덕골천길 74-1,5
183,㈜스마트렌트카 강릉,강원도 강릉시 부흥길22,37.747581,128.908165,강원도 강릉시 강변도로 648길 19,5
184,㈜스마트렌트카 울진,경상북도 울진군 울진읍 울진중앙로 18,36.983688,129.397244,경상북도 울진군 죽변면 후정1리 667,5
185,(주)에쓰렌터카,충청북도 영동군 영동읍 동정로 119-1,36.1716568,127.7940845,충청북도 영동군 영동읍 동정로 119-1,6
186,(합자)경인렌트카,"경기도 용인시 기흥구 용구대로2325번길 40-5, 102호(마북동)",37.29612958,127.1054105,경기도 용인시 기흥구 용구대로2325번길 40-5(마북동),25
187,(합자)경인렌트카,"강원도 평창군 평창읍 백오로 6, 2층",37.36778203,128.3903006,강원도 평창군 대화면 신리 38,8
188,(합자)경인렌트카,"경기도 포천시 창수면 포천로2895번길 16, 2층",38.00054675,127.1654161,경기도 포천시 창수면 포천로2895번길 16,7
189,(합자)경인렌트카,"인천광역시 동구 방축로 17, 2층(송현동)",37.48850054,126.6489468,"인천광역시 동구 방축로 17, 2층(송현동)",20
190,한솔네트웍스(주),"인천광역시 부평구 세월천로 11, 2층",37.5125198,126.708118,인천광역시 서구 봉수대로 1481(금곡동),89
191,한솔네트웍스(주),"인천광역시 부평구 부평대로 283, 부평우림라이온스밸리 제지1층 A동 B115-12호(23호실)",37.5176369,126.7201096,인천광역시 서구 크리스탈로102번길 22(청라동),15
192,한솔네트웍스(주),"인천광역시 계양구 계양문화로 54, 대산월드프라자 10층 4-1호(계산동)",37.53549714,126.7368427,인천광역시 서구 크리스탈로102번길 22(청라동),9
193,한솔네트웍스(주),"경기도 파주시 심학산로 628, 1230호(야당동,케이힐스터테라트)",37.71650073,126.7614753,"경기도 파주시 금촌동 42-10, 금촌역점",3
194,한솔네트웍스(주),인천광역시 서구 가정동 루원시티주상1블록외 1필지 루원시티리더스뷰(오)201동 1703호,37.5175244,126.6770209,인천광역시 서구 크리스탈로102번길 22 경연타워(청라동),11
195,한솔네트웍스(주),"인천광역시 서구 청라커낼로260번길 27, 221호(청라동,청라한신더휴커낼웨이)",37.53238773,126.6470454,인천광역시 서구 크리스탈로102번길 22 경연타워(청라동),16
196,한솔네트웍스(주),인천광역시 옹진군 백령면 사곶로 209,37.95580442,124.714046,인천광역시 옹진군 백령면 사곶로 209,5
